,question,choice_list,choice_order
901,"If you have an 11 minute and 13 minute hourglass, how can you accurately time 15 minutes?","['Start both hourglasses and when the 11 minute hourglass has finished, flip it again. When the 13 minute hourglass runs out, the 11 minute hourglass will have 2 minutes left, so flip it and it will last another 9 minutes, 13 minutes + 9 minutes = 22 minutes.', 'Start both hourglasses and when the 11 minute hourglass has finished, flip it again. When the 13 minute hourglass runs out, the 11 minute hourglass will have 6 minutes left, so flip it and it will last another 5 minutes, 13 minutes + 5 minutes = 18 minutes.', 'Start both hourglasses then when the 11 minute hourglass has finished immediately flip it again. When the 13 minute hourglass runs out the 11 minute hourglass will have 9 minutes left, so flip it and it will last another 2 minutes, 13 minutes + 2 minutes = 15 minutes.', 'Start both hourglasses and when the 11 minute hourglass has finished, flip it again. When the 13 minute hourglass runs out, the 11 minute hourglass will have 4 minutes left, so flip it and it will last another 7 minutes, 13 minutes + 7 minutes = 20 minutes.']","[2, -1, -1, -1]"
902,"Use the numbers 2, 3, 4 and 5 and the symbols + and = to make a true equation.Conditions: Each must be used exactly once and no other numbers or symbols can be used.","['5(2) = 4 + 3', '3(2) = 4 + 53 to the power of 2 is 9 = 4 + 5', '4(2) = 5 + 3', '2(3) = 4 + 5']","[1, -1, -1, -1]"
903,"Mike has some chickens that have been laying him plenty of eggs. He wants to give away his eggs to several of his friends, but he wants to give them all the same number of eggs. He figures out that he needs to give 7 of his friends eggs for them to get the same amount, otherwise there is 1 extra egg left.What is the least number of eggs he needs for this to be true?","['310', ""301 eggs.The number of eggs must be one more than a number that is divisible by 2, 3, 4, 5, and 6 since each of these numbers leave a remainder of 1.For this to be true one less than the number must be divisible by 5, 4, and 3 (6 is 2*3 and 2 is a factor of 4 so they will automatically be a factor). 5 * 4 * 3 = 60. Then you just must find a multiple of 60 such that 60 * n + 1 is divisible by 7. 61 / 7, 121 / 7, 181 / 7, 241 / 7 all leave remainders but 301 / 7 doesn't."", '305', '300']","[1, -1, -1, -1]"
904,"Four people need to cross a bridge in 17 minutes in the middle of the night. The bridge can only hold two or less people at any time and they only have one flashlight so they must travel together (or alone). The flashlight can only travel with a person so every time it crosses the bridge it must be carried back. Tom can cross in 1 minute, John can cross in 2 minutes, Sally can cross in 5 minutes, and Connor can cross in 10 minutes. If two people cross together they go as fast as the slower person.How can they cross the bridge in 17 minutes or less?","['First Tom and Sally will cross (5 minutes). Then Tom will bring the flashlight back (1 minute). Next John and Connor will cross (10 minutes). Then Tom will bring the flashlight back (1 minute). Finally Tom and Sally will cross (5 minutes). 5 + 1 + 10 + 1 + 5 = 22 minutes.', 'First Tom and Sally will cross (5 minutes). Then Tom will bring the flashlight back (1 minute). Next John and Connor will cross (10 minutes). Then Sally will bring the flashlight back (5 minutes). Finally Sally and Tom will cross (5 minutes). 5 + 1 + 10 + 5 + 5 = 26 minutes.', 'First Sally and Connor will cross (10 minutes). Then Sally will bring the flashlight back (5 minutes). Next Tom and John will cross (2 minutes). Then Sally will bring the flashlight back (5 minutes). Finally Sally and Tom will cross (5 minutes). 10 + 5 + 2 + 5 + 5 = 27 minutes.', 'First Tom and John will cross (2 minutes). Then Tom will bring the flashlight back (1 minute). Next Sally and Connor will cross (10 minutes). Then John will bring the flashlight back (2 minutes). Finally John and Tom will cross (2 minutes). 2 + 1 + 10 + 2 + 2 = 17 minutes.']","[3, -1, -1, -1]"
905,"In an apartment complex in New York there are one hundred married couples. When one of the husbands cheats on his wife with one of the other wives, his wife has no idea. With the large amount of gossip in the complex, all of the other wives know he is cheating. If a wife finds out that her husband is cheating on her, she kills him the following morning. Someone anonymously sends an email to all of the wives in the building saying that at least 1 man is cheating on his wife in the building.How many husbands will be killed and how long will it take?","[""All of the men (n) who are cheating will be killed and it will take one less than the number of cheating men nights (n-1) for their wives to discover this.If one man was cheating, and that woman hadn't have heard of any other infidelity she would know it was her husband that was cheating. If there was two men cheating, both of their wives would think that since they have only heard of one man cheating he should die the next morning. If he doesn't die, she knows her husband must also be cheating and that's why the other husband didn't die. Following this logic, you can know that all of the men will die after one less night than there is cheating men."", 'Only one husband will be killed and it will take two nights for their wives to discover the infidelity.', 'None of the husbands will be killed and it will take one night for their wives to discover the infidelity.', 'All of the husbands will be killed and it will take the same number of nights as the number of cheating men for their wives to discover the infidelity.']","[0, -1, -1, -1]"
906,"You have been given the task of transporting 3,000 apples 1,000 miles from Apple-York to Strawberry-Ville. Your truck can carry 1,000 apples at a time. Every time you travel a mile towards Strawberry-Ville you must pay a tax of 1 apple but you pay nothing when going in the other direction (towards Apple-York).What is highest number of apples you can get to Strawberry-Ville?","['600 apples', '750 apples', '833 apples.How to solve:You need to make 3 trips of 1,000 apples - 333 miles. You will be left with 2,001 apples and 667 miles to go.Next you want to take 2 trips of 1,000 apples 500 miles. You will be left with 1,000 apples and 167 miles to go (you have to leave an apple behind).Finally, you travel the last 167 miles with one load of 1,000 apples and are left with 833 apples in Strawberry-ville.', '900 apples']","[2, -1, -1, -1]"
907,"I am small, but, when entire, of force to set a town on fire!Let but one letter disappear, I then can hold a herd of deer;Take one more off, and then you'll find, I once contained all human kind.","['A Fireball', 'A Spark.', 'A Flame', 'A Blaze']","[1, -1, -1, -1]"
908,What is the value of 1/2 of 2/3 of 3/4 of 4/5 of 5/6 of 6/7 of 7/8 of 8/9 of 9/10 of 1000?,"['98', '100.', '101', '99']","[1, -1, -1, -1]"
909,"I am the reason you run, because I allow it. I am the reason you scream. I am the cause of all your pain. I am a cage from which you will never be free.","['Your past', 'Your mind', 'Your fears', 'Your body.']","[3, -1, -1, -1]"
910,"I am a term used to confirm. But take away my front, my face, I become known as human avarice.","['Accepted', 'Consented', 'Agreed.', 'Concurred']","[2, -1, -1, -1]"
911,"Four golfers named Mr. Black, Mr. White, Mr. Brown and Mr. Blue were competing in a tournament. The caddie didn't know their names, so he asked them. One of them, Mr. Brown, told a lie.The 1st golfer said ""The 2nd Golfer is Mr. Black.""The 2nd golfer said ""I am not Mr. Blue!""The 3rd golfer said ""Mr. White? That's the 4th golfer.""And the 4th golfer remained silent. Which one of the golfers is Mr. Blue?","['The 3rd one.', 'The 2nd one', 'The 1st one', 'The 4th one']","[0, -1, -1, -1]"
912,"Although I'm not an insect, some people found me very difficult to exterminate. They called me something like 'insane priest.' The first half of my name means the same as 'scrape,' and my last three letters are a metal. Who am I?","['Pestilence', 'Beetlejuice', 'Rasputin', 'Exterminator']","[2, -1, -1, -1]"
913,"I have a clock in my house, on the wall.On a summer's day I forgot to wind it and it stopped. Then I went to visit a friend who had a watch that was always right on time. After I stayed for a bit, I went home, made a simple alteration and set the clock just right.Now how did I do this when I had no watch on me to tell how long it took me to come back from my friend's place?","['I asked a stranger on the street for the time and used that as a reference to set my wall clock.', ""I used my phone's stopwatch to time how long it took me to come back from my friend's place."", ""I used the position of the sun in the sky to estimate the time it took me to come back from my friend's place."", ""Before I left, I wound the wall clock. Upon my return, the amount of change that I could see in the clock is how long it took to go to my friends place and come back, adding to that the time I spent there, which I know because the clock at my friend's place is accurate. Subtracting the time of the visit from the time I was absent from my house, and dividing by 2, I obtained the time it took me to return home. I added this time to what my friend watch showed when I left, and set the sum on my wall clock.""]","[3, -1, -1, -1]"
